name	type	county	state	county_code	population	num_new	num_old
Unlisted	Unlisted	Los Angeles County	CA	06037	94	425	424
Unlisted	Unlisted	Los Angeles County	CA	06037	6	426	425
Unlisted	Unlisted	Los Angeles County	CA	06037	52	427	426
Unlisted	Unlisted	Los Angeles County	CA	06037	10	428	427
Unlisted	Unlisted	Los Angeles County	CA	06037	4	429	428
Unlisted	Unlisted	Los Angeles County	CA	06037	4	430	429
Unlisted	Unlisted	Los Angeles County	CA	06037	61	431	430
Unlisted	Unlisted	Los Angeles County	CA	06037	63	432	431
Gateways CCC	Private	Los Angeles County	CA	06037	59	433	432
Unlisted	Unlisted	Los Angeles County	CA	06037	4	434	433
Los Angeles County Men's Detention Center	Local	Los Angeles County	CA	06037	4133	435	434
Twin Towers Correctional Facility	Local	Los Angeles County	CA	06037	3292	436	435
Unlisted	Unlisted	Los Angeles County	CA	06037	5	437	436
Unlisted	Unlisted	Los Angeles County	CA	06037	122	438	437
Los Angeles MDC	Federal	Los Angeles County	CA	06037	1147	439	438
Unlisted	Unlisted	Los Angeles County	CA	06037	8	440	439
Unlisted	Unlisted	Los Angeles County	CA	06037	135	441	440
Unlisted	Unlisted	Los Angeles County	CA	06037	20	442	441
Unlisted	Unlisted	Los Angeles County	CA	06037	4	443	442
Unlisted	Unlisted	Los Angeles County	CA	06037	1	444	443
Unlisted	Unlisted	Los Angeles County	CA	06037	124	445	444
Unlisted	Unlisted	Los Angeles County	CA	06037	15	446	445
Unlisted	Unlisted	Los Angeles County	CA	06037	15	447	446
El Monte Center- Cornell Corrections	Private	Los Angeles County	CA	06037	59	448	447
Unlisted	Unlisted	Los Angeles County	CA	06037	27	449	448
Unlisted	Unlisted	Los Angeles County	CA	06037	3	450	449
Unlisted	Unlisted	Los Angeles County	CA	06037	45	451	450
Unlisted	Unlisted	Los Angeles County	CA	06037	2	452	451
Unlisted	Unlisted	Los Angeles County	CA	06037	11	453	452
Unlisted	Unlisted	Los Angeles County	CA	06037	7	454	453
Unlisted	Unlisted	Los Angeles County	CA	06037	1833	455	454
Unlisted	Unlisted	Los Angeles County	CA	06037	13	456	455
Unlisted	Unlisted	Los Angeles County	CA	06037	16	457	456
Unlisted	Unlisted	Los Angeles County	CA	06037	7	458	457
Unlisted	Unlisted	Los Angeles County	CA	06037	86	459	458
Unlisted	Unlisted	Los Angeles County	CA	06037	3	460	459
Unlisted	Unlisted	Los Angeles County	CA	06037	54	461	460
Unlisted	Unlisted	Los Angeles County	CA	06037	4	462	461
Unlisted	Unlisted	Los Angeles County	CA	06037	92	463	462
Unlisted	Unlisted	Los Angeles County	CA	06037	14	464	463
Unlisted	Unlisted	Los Angeles County	CA	06037	1	465	464
Unlisted	Unlisted	Los Angeles County	CA	06037	43	466	465
Unlisted	Unlisted	Los Angeles County	CA	06037	67	467	466
Unlisted	Unlisted	Los Angeles County	CA	06037	4	468	467
Unlisted	Unlisted	Los Angeles County	CA	06037	6	469	468
Unlisted	Unlisted	Los Angeles County	CA	06037	2	470	469
Unlisted	Unlisted	Los Angeles County	CA	06037	90	471	470
Unlisted	Unlisted	Los Angeles County	CA	06037	6	472	471
Unlisted	Unlisted	Los Angeles County	CA	06037	4	473	472
Unlisted	Unlisted	Los Angeles County	CA	06037	2	474	473
Unlisted	Unlisted	Los Angeles County	CA	06037	14	475	474
Unlisted	Unlisted	Los Angeles County	CA	06037	8	476	475
Unlisted	Unlisted	Los Angeles County	CA	06037	4562	477	476
Unlisted	Unlisted	Los Angeles County	CA	06037	1113	478	477
Unlisted	Unlisted	Los Angeles County	CA	06037	2	479	478
Unlisted	Unlisted	Los Angeles County	CA	06037	4	480	479
Unlisted	Unlisted	Los Angeles County	CA	06037	1	481	480
Unlisted	Unlisted	Los Angeles County	CA	06037	4	482	481
Acton Conservation Camp	State	Los Angeles County	CA	06037	103	483	482
Unlisted	Unlisted	Los Angeles County	CA	06037	84	484	483
Francisquito Conservation Camp- SCC	State	Los Angeles County	CA	06037	74	485	484
Unlisted	Unlisted	Los Angeles County	CA	06037	1341	486	485
Unlisted	Unlisted	Los Angeles County	CA	06037	1707	487	486
Pitchess Detention Center	Local	Los Angeles County	CA	06037	3872	488	487
Julius Klein Conservation Camp	State	Los Angeles County	CA	06037	117	489	488
Fenner Canyon Conservation Camp	State	Los Angeles County	CA	06037	100	490	489
Terminal Isl FCI	Federal	Los Angeles County	CA	06037	992	491	490
Valley State Prison for Women	State	Madera County	CA	06039	3564	492	491
Central California Women's Facility	State	Madera County	CA	06039	3752	493	492
Madera County Jail	Local	Madera County	CA	06039	414	494	493
Unlisted	Unlisted	Madera County	CA	06039	8	495	494
Unlisted	Unlisted	Marin County	CA	06041	2	496	495
Marin County Jail	Local	Marin County	CA	06041	259	497	496
CSP San Quentin	State	Marin County	CA	06041	4854	498	497
Unlisted	Unlisted	Mariposa County	CA	06043	37	499	498
Mount Bullion Conservation Camp	State	Mariposa County	CA	06043	94	500	499
Parlin Fork Conservation Camp	State	Mendocino County	CA	06045	18	501	500
Parlin Fork Conservation Camp	State	Mendocino County	CA	06045	76	502	501
Chamberlain Creek Conservation Camp	State	Mendocino County	CA	06045	108	503	502
Unlisted	Unlisted	Mendocino County	CA	06045	5	504	503
Mendocino County Jail	Local	Mendocino County	CA	06045	345	505	504
USP Atwater and Camp	Federal	Merced County	CA	06047	1286	506	505
Merced County Jail	Local	Merced County	CA	06047	552	507	506
Merced City Jail	Local	Merced County	CA	06047	109	508	507
Modoc County Detention Center	Local	Modoc County	CA	06049	13	509	508
Devil's Garden Conservation Camp	State	Modoc County	CA	06049	116	510	509
Unlisted	Unlisted	Mono County	CA	06051	16	511	510
Unlisted	Unlisted	Monterey County	CA	06053	54	512	511
Monterey County Jail	Local	Monterey County	CA	06053	992	513	512
Salinas Valley State Prison	State	Monterey County	CA	06053	6213	514	513
Salinas Valley State Prison	State	Monterey County	CA	06053	972	515	514
Salinas Valley State Prison	State	Monterey County	CA	06053	2745	516	515
Salinas Valley State Prison	State	Monterey County	CA	06053	118	517	516
Napa County Jail	Local	Napa County	CA	06055	236	518	517
Unlisted	Unlisted	Napa County	CA	06055	10	519	518
Washington Ridge Conservation Camp	State	Nevada County	CA	06057	96	520	519
Nevada County Wayne Brown Correctional Facility	Local	Nevada County	CA	06057	183	521	520
Unlisted	Unlisted	Orange County	CA	06059	3	522	521
Unlisted	Unlisted	Orange County	CA	06059	23	523	522
Unlisted	Unlisted	Orange County	CA	06059	4	524	523
Orange County Jail	Unlisted	Orange County	CA	06059	526	525	524
Orange County Jail	Local	Orange County	CA	06059	466	526	525
Orange County Jail	Local	Orange County	CA	06059	1738	527	526
Unlisted	Unlisted	Orange County	CA	06059	6	528	527
Unlisted	Unlisted	Orange County	CA	06059	5	529	528
Unlisted	Unlisted	Orange County	CA	06059	5	530	529
Orange County Jail	Local	Orange County	CA	06059	2628	531	530
Unlisted	Unlisted	Orange County	CA	06059	17	532	531
Anaheim City Jail	Local	Orange County	CA	06059	46	533	532
Garden Grove CCC	Private	Orange County	CA	06059	60	534	533
Unlisted	Unlisted	Orange County	CA	06059	7	535	534
Unlisted	Unlisted	Orange County	CA	06059	13	536	535
Unlisted	Unlisted	Placer County	CA	06061	3	537	536
Placer County Jail	Local	Placer County	CA	06061	300	538	537
Placer County Jail	Local	Placer County	CA	06061	249	539	538
Unlisted	Unlisted	Plumas County	CA	06063	38	540	539
Unlisted	Unlisted	Riverside County	CA	06065	3	541	540
Robert Presley Detention Center	Local	Riverside County	CA	06065	1065	542	541
Unlisted	Unlisted	Riverside County	CA	06065	23	543	542
Unlisted	Unlisted	Riverside County	CA	06065	59	544	543
Unlisted	Unlisted	Riverside County	CA	06065	4	545	544
Unlisted	Unlisted	Riverside County	CA	06065	6	546	545
Unlisted	Unlisted	Riverside County	CA	06065	8	547	546
Unlisted	Unlisted	Riverside County	CA	06065	3	548	547
Unlisted	Unlisted	Riverside County	CA	06065	145	549	548
Unlisted	Unlisted	Riverside County	CA	06065	4	550	549
Southwest Detention Center	Local	Riverside County	CA	06065	1048	551	550
Unlisted	Unlisted	Riverside County	CA	06065	5	552	551
Larry D. Smith Correctional Facility	Local	Riverside County	CA	06065	908	553	552
Bautista Conservation Camp- SCC	State	Riverside County	CA	06065	115	554	553
Indio Jail	Local	Riverside County	CA	06065	365	555	554
Blythe City Jail	Local	Riverside County	CA	06065	85	556	555
Unlisted	Unlisted	Riverside County	CA	06065	134	557	556
California Rehabilitation Center	State	Riverside County	CA	06065	4316	558	557
Ironwood State Prison and Chuckawalla Valley State Prison	State	Riverside County	CA	06065	7634	559	558
Sacramento County Main Jail	Local	Sacramento County	CA	06067	2144	560	559
Unlisted	Unlisted	Sacramento County	CA	06067	24	561	560
Unlisted	Unlisted	Sacramento County	CA	06067	86	562	561
Unlisted	Unlisted	Sacramento County	CA	06067	6	563	562
Rio Cosumnes Correctional Center	State	Sacramento County	CA	06067	1735	564	563
Folsom State Prison	State	Sacramento County	CA	06067	6676	565	564
Unlisted	Unlisted	San Bernardino County	CA	06071	2	566	565
California Institution for Women	State	San Bernardino County	CA	06071	2082	567	566
San Bernardino West Valley Detention Center	Local	San Bernardino County	CA	06071	2887	568	567
Glen Helen Rehabilitation Center	Local	San Bernardino County	CA	06071	918	569	568
Central Detention Center	Local	San Bernardino County	CA	06071	1659	570	569
Desert View Community Correctional Facility	"State,Private"	San Bernardino County	CA	06071	977	571	570
Adelanto Detention Center	Local	San Bernardino County	CA	06071	746	572	571
Pilot Rock Conservation Camp	State	San Bernardino County	CA	06071	74	573	572
Oak Glen Conservation Camp	State	San Bernardino County	CA	06071	156	574	573
Unlisted	Unlisted	San Bernardino County	CA	06071	10	575	574
High Desert Juvenile Detention	Local	San Bernardino County	CA	06071	106	576	575
California Institute for Men and Prado Conservation Camp	State	San Bernardino County	CA	06071	1932	577	576
California Institute for Men	State	San Bernardino County	CA	06071	2843	578	577
Victorville Federal Correction Complex	Federal	San Bernardino County	CA	06071	4463	579	578
National Crossroads	Private	San Diego County	CA	06073	7	580	579
Unlisted	Unlisted	San Diego County	CA	06073	9	581	580
Pacific Furlough County	Private	San Diego County	CA	06073	116	582	581
Unlisted	Unlisted	San Diego County	CA	06073	43	583	582
San Diego Central Jail	Local	San Diego County	CA	06073	788	584	583
San Diego Central Jail	Local	San Diego County	CA	06073	690	585	584
San Diego MCC	Federal	San Diego County	CA	06073	1038	586	585
Unlisted	Unlisted	San Diego County	CA	06073	21	587	586
Unlisted	Unlisted	San Diego County	CA	06073	32	588	587
Marine Corps Air Station Jail	Military	San Diego County	CA	06073	237	589	588
R. J. Donovan Corr Fac At Rock Mountain	State	San Diego County	CA	06073	4646	590	589
Unlisted	Unlisted	San Diego County	CA	06073	10	591	590
South Bay Detention Facility	Local	San Diego County	CA	06073	418	592	591
Unlisted	Unlisted	San Diego County	CA	06073	5	593	592
Las Colinas Detention Facility	Local	San Diego County	CA	06073	615	594	593
Unlisted	Unlisted	San Diego County	CA	06073	16	595	594
Unlisted	Unlisted	San Diego County	CA	06073	12	596	595
Unlisted	Unlisted	San Diego County	CA	06073	2	597	596
Rainbow Conservation Camp	State	San Diego County	CA	06073	87	598	597
Vista Detention Facility	Local	San Diego County	CA	06073	727	599	598
Unlisted	Unlisted	San Diego County	CA	06073	5	600	599
La Cima Conservation Camp	State	San Diego County	CA	06073	81	601	600
Puerta La Cruz Conservation Camp #14	State	San Diego County	CA	06073	99	602	601
McCain Valley Conservation Camp #21	State	San Diego County	CA	06073	99	603	602
"George F. Bailey Detention Facility, Facility 8 Detention Facility,  and CCA Detention Facility"	Local	San Diego County	CA	06073	2694	604	603
Unlisted	Unlisted	San Francisco County	CA	06075	88	605	604
Unlisted	Unlisted	San Francisco County	CA	06075	51	606	605
CC Taylor	Private	San Francisco County	CA	06075	199	607	606
Unlisted	Unlisted	San Francisco County	CA	06075	15	608	607
County Jail #8 and #9	Local	San Francisco County	CA	06075	1210	609	608
Unlisted	Unlisted	San Francisco County	CA	06075	10	610	609
Unlisted	Unlisted	San Joaquin County	CA	06077	88	611	610
Unlisted	Unlisted	San Joaquin County	CA	06077	5	612	611
Unlisted	Unlisted	San Joaquin County	CA	06077	6	613	612
Unlisted	Unlisted	San Joaquin County	CA	06077	6	614	613
Honor Farm	Local	San Joaquin County	CA	06077	381	615	614
San Joaquin County Jail	Local	San Joaquin County	CA	06077	872	616	615
Deuel Vocational Institution	State	San Joaquin County	CA	06077	3757	617	616
California Men's Colony	State	San Luis Obispo County	CA	06079	6428	618	617
San Luis Obispo County	Local	San Luis Obispo County	CA	06079	487	619	618
Unlisted	Unlisted	San Mateo County	CA	06081	3	620	619
San Mateo County Jail	Local	San Mateo County	CA	06081	946	621	620
San Mateo County Jail	Local	San Mateo County	CA	06081	118	622	621
Unlisted	Unlisted	San Mateo County	CA	06081	10	623	622
Unlisted	Unlisted	San Mateo County	CA	06081	13	624	623
Santa Barbara County Jail	Local	Santa Barbara County	CA	06083	1022	625	624
Unlisted	Unlisted	Santa Barbara County	CA	06083	11	626	625
Unlisted	Unlisted	Santa Barbara County	CA	06083	4	627	626
Unlisted	Unlisted	Santa Barbara County	CA	06083	27	628	627
Unlisted	Unlisted	Santa Barbara County	CA	06083	4	629	628
Lompoc USP- Camp	Federal	Santa Barbara County	CA	06083	154	630	629
Lompoc FCI	Federal	Santa Barbara County	CA	06083	1481	631	630
Lompoc USP	Federal	Santa Barbara County	CA	06083	1726	632	631
Unlisted	Unlisted	Santa Barbara County	CA	06083	8	633	632
Unlisted	Unlisted	Santa Barbara County	CA	06083	5	634	633
Unlisted	Unlisted	Santa Barbara County	CA	06083	30	635	634
Unlisted	Unlisted	Santa Clara County	CA	06085	10	636	635
Santa Clara County- Main Jail North	Local	Santa Clara County	CA	06085	896	637	636
Santa Clara County- Main Jail South	Local	Santa Clara County	CA	06085	534	638	637
Unlisted	Unlisted	Santa Clara County	CA	06085	4	639	638
Unlisted	Unlisted	Santa Clara County	CA	06085	4	640	639
Elmwood Correctional Facility	Local	Santa Clara County	CA	06085	2549	641	640
Unlisted	Unlisted	Santa Clara County	CA	06085	13	642	641
Unlisted	Unlisted	Santa Clara County	CA	06085	2	643	642
Unlisted	Unlisted	Santa Clara County	CA	06085	3	644	643
Santa Cruz Detention Facility	Local	Santa Cruz County	CA	06087	352	645	644
Unlisted	Unlisted	Santa Cruz County	CA	06087	1	646	645
Santa Cruz County Medium Security Jail	Local	Santa Cruz County	CA	06087	70	647	646
Shasta County Jail	Local	Shasta County	CA	06089	219	648	647
Unlisted	Unlisted	Shasta County	CA	06089	12	649	648
Unlisted	Unlisted	Shasta County	CA	06089	14	650	649
Sugar Pine Conservation Camp	State	Shasta County	CA	06089	115	651	650
Siskiyou County Jail	Local	Siskiyou County	CA	06093	129	652	651
Unlisted	Unlisted	Solano County	CA	06095	4	653	652
Solano County Sentenced Detention Facility	Local	Solano County	CA	06095	123	654	653
Solano County Justice Center Detention	Local	Solano County	CA	06095	716	655	654
California Medical Facility	State	Solano County	CA	06095	2695	656	655
CSP Solano	State	Solano County	CA	06095	5115	657	656
Delta Conservation Camp	State	Solano County	CA	06095	113	658	657
Sonoma County Main Adult Detention Facility	Local	Sonoma County	CA	06097	680	659	658
North County Detention Facility	Local	Sonoma County	CA	06097	282	660	659
Unlisted	Unlisted	Sonoma County	CA	06097	3	661	660
Unlisted	Unlisted	Sonoma County	CA	06097	1	662	661
Unlisted	Unlisted	Sonoma County	CA	06097	16	663	662
Unlisted	Unlisted	Stanislaus County	CA	06099	9	664	663
Stanislaus County Men's Jail	Local	Stanislaus County	CA	06099	369	665	664
Stanislaus County Public Safety Center	Local	Stanislaus County	CA	06099	548	666	665
Stanislaus County Honor Farm	Local	Stanislaus County	CA	06099	165	667	666
Sutter County Jail	Local	Sutter County	CA	06101	195	668	667
Leo Chesney Correctional Facility	Private	Sutter County	CA	06101	304	669	668
ISHI Conservation Camp	State	Tehama County	CA	06103	87	670	669
Salt Creek Conservation Camp	State	Tehama County	CA	06103	107	671	670
Tehama County Jail	Local	Tehama County	CA	06103	178	672	671
Unlisted	Unlisted	Tehama County	CA	06103	1	673	672
Trinity River Conservation Camp	State	Trinity County	CA	06105	102	674	673
Trinity County Jail	Local	Trinity County	CA	06105	31	675	674
Unlisted	Unlisted	Tulare County	CA	06107	5	676	675
Tulare County Jail	Local	Tulare County	CA	06107	1101	677	676
Tulare County Sheriff	Local	Tulare County	CA	06107	220	678	677
Turning Point Visalia	Private	Tulare County	CA	06107	28	679	678
Mountain Home Conservation Camp	State	Tulare County	CA	06107	88	680	679
Unlisted	Unlisted	Tulare County	CA	06107	3	681	680
Tuolumne County Jail	Local	Tuolumne County	CA	06109	132	682	681
Baseline Conservation Camp	State	Tuolumne County	CA	06109	117	683	682
Sierra Conservation Center	State	Tuolumne County	CA	06109	3590	684	683
Ventura County	Local	Ventura County	CA	06111	1412	685	684
Ventura Co Work Furlough and Work Release Facility	Local	Ventura County	CA	06111	85	686	685
