state name,county fips,county name,votes gop,votes dem,total votes,% GOP,% DEM,Majority,% Votes
Florida,12017,Citrus County,65352,27092,93208,70.11%,29.07%,GOP,99.18%
Florida,12019,Clay County,84480,38317,124405,67.91%,30.80%,GOP,98.71%
Florida,12021,Collier County,128950,77621,207818,62.05%,37.35%,GOP,99.40%
Florida,12023,Columbia County,23836,8914,33042,72.14%,26.98%,GOP,99.12%
Florida,12027,DeSoto County,8313,4259,12659,65.67%,33.64%,GOP,99.31%
Florida,12029,Dixie County,6759,1365,8167,82.76%,16.71%,GOP,99.47%
Florida,12031,Duval County,233762,252556,492820,47.43%,51.25%,DEM,98.68%
Florida,12033,Escambia County,96674,70929,170372,56.74%,41.63%,GOP,98.37%
Florida,12035,Flagler County,43043,28161,71716,60.02%,39.27%,GOP,99.29%
Florida,12037,Franklin County,4675,2120,6849,68.26%,30.95%,GOP,99.21%
Florida,12039,Gadsden County,7465,16153,23762,31.42%,67.98%,DEM,99.39%
Florida,12041,Gilchrist County,7895,1700,9685,81.52%,17.55%,GOP,99.07%
Florida,12043,Glades County,3782,1385,5193,72.83%,26.67%,GOP,99.50%
Florida,12045,Gulf County,6113,1985,8163,74.89%,24.32%,GOP,99.20%
Florida,12047,Hamilton County,3815,1963,5830,65.44%,33.67%,GOP,99.11%
Florida,12049,Hardee County,6122,2298,8485,72.15%,27.08%,GOP,99.23%
Florida,12051,Hendry County,7906,4929,12940,61.10%,38.09%,GOP,99.19%
Florida,12053,Hernando County,70412,37519,108922,64.64%,34.45%,GOP,99.09%
Florida,12055,Highlands County,34873,16938,52170,66.84%,32.47%,GOP,99.31%
Florida,12057,Hillsborough County,327398,376367,712063,45.98%,52.86%,DEM,98.83%
Florida,12059,Holmes County,8080,924,9068,89.10%,10.19%,GOP,99.29%
Florida,12061,Indian River County,58872,37844,97484,60.39%,38.82%,GOP,99.21%
Florida,12063,Jackson County,15488,6766,22419,69.08%,30.18%,GOP,99.26%
Florida,12065,Jefferson County,4479,3897,8451,53.00%,46.11%,GOP,99.11%
Florida,12067,Lafayette County,3128,510,3658,85.51%,13.94%,GOP,99.45%
Florida,12069,Lake County,125859,83505,211314,59.56%,39.52%,GOP,99.08%
Florida,12071,Lee County,233247,157695,393899,59.21%,40.03%,GOP,99.25%
Florida,12073,Leon County,57453,103517,162929,35.26%,63.54%,DEM,98.80%
Florida,12075,Levy County,16749,6205,23145,72.37%,26.81%,GOP,99.17%
Florida,12077,Liberty County,2846,694,3561,79.92%,19.49%,GOP,99.41%
Florida,12079,Madison County,5576,3747,9380,59.45%,39.95%,GOP,99.39%
Florida,12081,Manatee County,124987,90166,216958,57.61%,41.56%,GOP,99.17%
Florida,12083,Marion County,127826,74858,204376,62.54%,36.63%,GOP,99.17%
Florida,12085,Martin County,61168,36893,98726,61.96%,37.37%,GOP,99.33%
Florida,12086,Miami-Dade County,532833,617864,1156816,46.06%,53.41%,DEM,99.47%
Florida,12087,Monroe County,25693,21881,48029,53.49%,45.56%,GOP,99.05%
Florida,12089,Nassau County,42566,15564,58811,72.38%,26.46%,GOP,98.84%
Florida,12091,Okaloosa County,79798,34248,116373,68.57%,29.43%,GOP,98.00%
Florida,12093,Okeechobee County,11470,4390,15954,71.89%,27.52%,GOP,99.41%
Florida,12095,Orange County,245398,395014,647403,37.90%,61.02%,DEM,98.92%
Florida,12097,Osceola County,73480,97297,172436,42.61%,56.42%,DEM,99.04%
Florida,12099,Palm Beach County,334711,433572,773158,43.29%,56.08%,DEM,99.37%
Florida,12101,Pasco County,179621,119073,301970,59.48%,39.43%,GOP,98.92%
Florida,12103,Pinellas County,276209,277450,559715,49.35%,49.57%,GOP,98.92%
Florida,12105,Polk County,194586,145049,343256,56.69%,42.26%,GOP,98.95%
Florida,12107,Putnam County,25514,10527,36373,70.15%,28.94%,GOP,99.09%
Florida,12109,St. Johns County,110946,63850,176622,62.82%,36.15%,GOP,98.97%
Florida,12111,St. Lucie County,86831,84137,172169,50.43%,48.87%,GOP,99.30%
Florida,12113,Santa Rosa County,77385,27612,106928,72.37%,25.82%,GOP,98.19%
Florida,12115,Sarasota County,148370,120110,270575,54.84%,44.39%,GOP,99.23%
Florida,12117,Seminole County,125241,132528,260815,48.02%,50.81%,DEM,98.83%
Florida,12119,Sumter County,62761,29341,92485,67.86%,31.73%,GOP,99.59%
Florida,12121,Suwannee County,16410,4485,21057,77.93%,21.30%,GOP,99.23%
Florida,12123,Taylor County,7751,2299,10127,76.54%,22.70%,GOP,99.24%
Florida,12125,Union County,5133,1053,6245,82.19%,16.86%,GOP,99.06%
Florida,12127,Volusia County,173821,130575,307439,56.54%,42.47%,GOP,99.01%
Florida,12129,Wakulla County,12874,5351,18404,69.95%,29.08%,GOP,99.03%
Florida,12131,Walton County,32947,10338,43711,75.37%,23.65%,GOP,99.03%
Florida,12133,Washington County,9876,2347,12327,80.12%,19.04%,GOP,99.16%
Georgia,13001,Appling County,6526,1779,8341,78.24%,21.33%,GOP,99.57%
Georgia,13003,Atkinson County,2300,825,3155,72.90%,26.15%,GOP,99.05%
Georgia,13005,Bacon County,4018,625,4668,86.08%,13.39%,GOP,99.46%
Georgia,13007,Baker County,897,652,1555,57.68%,41.93%,GOP,99.61%
Georgia,13009,Baldwin County,8903,9140,18251,48.78%,50.08%,DEM,98.86%
Georgia,13011,Banks County,7795,932,8801,88.57%,10.59%,GOP,99.16%
Georgia,13013,Barrow County,26804,10453,37921,70.68%,27.57%,GOP,98.25%
Georgia,13015,Bartow County,37674,12092,50467,74.65%,23.96%,GOP,98.61%
Georgia,13017,Ben Hill County,4110,2392,6560,62.65%,36.46%,GOP,99.12%
Georgia,13019,Berrien County,6419,1269,7743,82.90%,16.39%,GOP,99.29%
Georgia,13021,Bibb County,26585,43468,70802,37.55%,61.39%,DEM,98.94%
Georgia,13023,Bleckley County,4328,1311,5706,75.85%,22.98%,GOP,98.83%
Georgia,13025,Brantley County,6991,699,7746,90.25%,9.02%,GOP,99.28%
Georgia,13027,Brooks County,4260,2790,7100,60.00%,39.30%,GOP,99.30%
Georgia,13029,Bryan County,14244,6739,21340,66.75%,31.58%,GOP,98.33%
Georgia,13031,Bulloch County,18386,11243,30084,61.12%,37.37%,GOP,98.49%
Georgia,13033,Burke County,5400,5209,10684,50.54%,48.76%,GOP,99.30%
Georgia,13035,Butts County,8406,3274,11786,71.32%,27.78%,GOP,99.10%
Georgia,13037,Calhoun County,923,1260,2194,42.07%,57.43%,DEM,99.50%
Georgia,13039,Camden County,15251,7967,23688,64.38%,33.63%,GOP,98.02%
Georgia,13043,Candler County,3133,1269,4431,70.71%,28.64%,GOP,99.35%
Georgia,13045,Carroll County,37476,16238,54474,68.80%,29.81%,GOP,98.60%
Georgia,13047,Catoosa County,25167,6932,32651,77.08%,21.23%,GOP,98.31%
Georgia,13049,Charlton County,3419,1103,4566,74.88%,24.16%,GOP,99.04%
Georgia,13051,Chatham County,53237,78254,133420,39.90%,58.65%,DEM,98.55%
Georgia,13053,Chattahoochee County,880,667,1582,55.63%,42.16%,GOP,97.79%
Georgia,13055,Chattooga County,8064,1854,10050,80.24%,18.45%,GOP,98.69%
Georgia,13057,Cherokee County,99587,42794,144830,68.76%,29.55%,GOP,98.31%
Georgia,13059,Clarke County,14446,36048,51333,28.14%,70.22%,DEM,98.37%
Georgia,13061,Clay County,637,790,1434,44.42%,55.09%,DEM,99.51%
Georgia,13063,Clayton County,15813,95476,112344,14.08%,84.99%,DEM,99.06%
Georgia,13065,Clinch County,2105,747,2864,73.50%,26.08%,GOP,99.58%
Georgia,13067,Cobb County,165459,221846,393746,42.02%,56.34%,DEM,98.36%
Georgia,13069,Coffee County,10578,4511,15214,69.53%,29.65%,GOP,99.18%
Georgia,13071,Colquitt County,11777,4187,16083,73.23%,26.03%,GOP,99.26%
Georgia,13073,Columbia County,50013,29236,80579,62.07%,36.28%,GOP,98.35%
Georgia,13075,Cook County,4900,2059,7035,69.65%,29.27%,GOP,98.92%
Georgia,13077,Coweta County,51501,24210,76799,67.06%,31.52%,GOP,98.58%
Georgia,13079,Crawford County,4428,1615,6102,72.57%,26.47%,GOP,99.03%
Georgia,13081,Crisp County,4987,2986,8050,61.95%,37.09%,GOP,99.04%
Georgia,13083,Dade County,6066,1261,7434,81.60%,16.96%,GOP,98.56%
Georgia,13085,Dawson County,13398,2486,16081,83.32%,15.46%,GOP,98.77%
Georgia,13087,Decatur County,6758,4780,11627,58.12%,41.11%,GOP,99.23%
Georgia,13089,DeKalb County,58373,308227,370804,15.74%,83.12%,DEM,98.87%
Georgia,13091,Dodge County,5843,2171,8070,72.40%,26.90%,GOP,99.31%
Georgia,13093,Dooly County,2159,1911,4105,52.59%,46.55%,GOP,99.15%
Georgia,13095,Dougherty County,10454,24577,35311,29.61%,69.60%,DEM,99.21%
Georgia,13097,Douglas County,25451,42809,69097,36.83%,61.95%,DEM,98.79%
Georgia,13099,Early County,2722,2437,5187,52.48%,46.98%,GOP,99.46%
Georgia,13101,Echols County,1256,167,1441,87.16%,11.59%,GOP,98.75%
Georgia,13103,Effingham County,23358,7720,31570,73.99%,24.45%,GOP,98.44%
Georgia,13105,Elbert County,6226,2879,9171,67.89%,31.39%,GOP,99.28%
Georgia,13107,Emanuel County,6551,2884,9501,68.95%,30.35%,GOP,99.31%
Georgia,13109,Evans County,2888,1324,4247,68.00%,31.17%,GOP,99.18%
Georgia,13111,Fannin County,12169,2571,14850,81.95%,17.31%,GOP,99.26%
Georgia,13113,Fayette County,37952,33065,71993,52.72%,45.93%,GOP,98.64%
Georgia,13115,Floyd County,29123,12008,41648,69.93%,28.83%,GOP,98.76%
Georgia,13117,Forsyth County,85122,42203,129305,65.83%,32.64%,GOP,98.47%
Georgia,13119,Franklin County,9069,1593,10765,84.25%,14.80%,GOP,99.04%
Georgia,13121,Fulton County,137240,381144,524659,26.16%,72.65%,DEM,98.80%
Georgia,13123,Gilmer County,13429,2932,16525,81.26%,17.74%,GOP,99.01%
Georgia,13125,Glascock County,1403,155,1566,89.59%,9.90%,GOP,99.49%
Georgia,13127,Glynn County,25616,15879,41984,61.01%,37.82%,GOP,98.84%
Georgia,13129,Gordon County,19405,4384,24033,80.74%,18.24%,GOP,98.98%
Georgia,13131,Grady County,7034,3619,10707,65.70%,33.80%,GOP,99.50%
Georgia,13133,Greene County,7068,4088,11247,62.84%,36.35%,GOP,99.19%
Georgia,13135,Gwinnett County,166413,241827,413865,40.21%,58.43%,DEM,98.64%
Georgia,13137,Habersham County,16637,3563,20432,81.43%,17.44%,GOP,98.86%
Georgia,13139,Hall County,64170,25031,90523,70.89%,27.65%,GOP,98.54%
Georgia,13141,Hancock County,1159,2985,4165,27.83%,71.67%,DEM,99.50%
Georgia,13143,Haralson County,12331,1792,14248,86.55%,12.58%,GOP,99.12%
Georgia,13145,Harris County,14319,5457,19991,71.63%,27.30%,GOP,98.92%
Georgia,13147,Hart County,9464,3157,12727,74.36%,24.81%,GOP,99.17%
Georgia,13149,Heard County,4516,824,5391,83.77%,15.28%,GOP,99.05%
Georgia,13151,Henry County,48187,73276,122742,39.26%,59.70%,DEM,98.96%
Georgia,13153,Houston County,41534,32232,74823,55.51%,43.08%,GOP,98.59%
Georgia,13155,Irwin County,3134,1008,4168,75.19%,24.18%,GOP,99.38%
Georgia,13157,Jackson County,29497,7642,37670,78.30%,20.29%,GOP,98.59%
Georgia,13159,Jasper County,5822,1761,7644,76.16%,23.04%,GOP,99.20%
Georgia,13161,Jeff Davis County,4695,1028,5771,81.36%,17.81%,GOP,99.17%
Georgia,13163,Jefferson County,3537,4061,7642,46.28%,53.14%,DEM,99.42%
Georgia,13165,Jenkins County,2161,1266,3455,62.55%,36.64%,GOP,99.19%
Georgia,13167,Johnson County,2850,1222,4100,69.51%,29.80%,GOP,99.32%
Georgia,13169,Jones County,9965,4888,14966,66.58%,32.66%,GOP,99.24%
Georgia,13171,Lamar County,6330,2615,9039,70.03%,28.93%,GOP,98.96%
Georgia,13173,Lanier County,2509,1019,3576,70.16%,28.50%,GOP,98.66%
Georgia,13175,Laurens County,14493,8073,22729,63.76%,35.52%,GOP,99.28%
Georgia,13177,Lee County,12007,4558,16714,71.84%,27.27%,GOP,99.11%
Georgia,13179,Liberty County,7959,13099,21389,37.21%,61.24%,DEM,98.45%
Georgia,13181,Lincoln County,3179,1435,4650,68.37%,30.86%,GOP,99.23%
Georgia,13183,Long County,3528,2033,5656,62.38%,35.94%,GOP,98.32%
Georgia,13185,Lowndes County,25691,20117,46355,55.42%,43.40%,GOP,98.82%
Georgia,13187,Lumpkin County,12163,3126,15531,78.31%,20.13%,GOP,98.44%
Georgia,13189,McDuffie County,6169,4168,10455,59.01%,39.87%,GOP,98.87%
Georgia,13191,McIntosh County,4016,2612,6696,59.98%,39.01%,GOP,98.98%
Georgia,13193,Macon County,1783,2857,4662,38.25%,61.28%,DEM,99.53%
Georgia,13195,Madison County,11326,3411,14937,75.83%,22.84%,GOP,98.66%
Georgia,13197,Marion County,2275,1311,3624,62.78%,36.18%,GOP,98.95%
Georgia,13199,Meriwether County,6524,4287,10877,59.98%,39.41%,GOP,99.39%
Georgia,13201,Miller County,2066,749,2835,72.87%,26.42%,GOP,99.29%
Georgia,13205,Mitchell County,4935,3995,8963,55.06%,44.57%,GOP,99.63%
Georgia,13207,Monroe County,11060,4384,15592,70.93%,28.12%,GOP,99.05%
Georgia,13209,Montgomery County,2960,979,3966,74.63%,24.68%,GOP,99.32%
Georgia,13211,Morgan County,8230,3355,11707,70.30%,28.66%,GOP,98.96%
Georgia,13213,Murray County,12943,2302,15389,84.11%,14.96%,GOP,99.06%
Georgia,13215,Muscogee County,30049,49529,80543,37.31%,61.49%,DEM,98.80%
Georgia,13217,Newton County,23869,29794,54239,44.01%,54.93%,DEM,98.94%
Georgia,13219,Oconee County,16595,8162,25168,65.94%,32.43%,GOP,98.37%
Georgia,13221,Oglethorpe County,5593,2436,8131,68.79%,29.96%,GOP,98.75%
Georgia,13223,Paulding County,54525,29704,85385,63.86%,34.79%,GOP,98.65%
Georgia,13225,Peach County,6502,5920,12545,51.83%,47.19%,GOP,99.02%
Georgia,13227,Pickens County,14075,2808,17116,82.23%,16.41%,GOP,98.64%
Georgia,13229,Pierce County,7899,1100,9048,87.30%,12.16%,GOP,99.46%
Georgia,13231,Pike County,9127,1505,10720,85.14%,14.04%,GOP,99.18%
Georgia,13233,Polk County,13589,3658,17399,78.10%,21.02%,GOP,99.13%
Georgia,13235,Pulaski County,2805,1217,4059,69.11%,29.98%,GOP,99.09%
Georgia,13237,Putnam County,8291,3448,11855,69.94%,29.08%,GOP,99.02%
Georgia,13239,Quitman County,604,497,1106,54.61%,44.94%,GOP,99.55%
Georgia,13241,Rabun County,7474,1984,9568,78.11%,20.74%,GOP,98.85%
Georgia,13243,Randolph County,1391,1671,3074,45.25%,54.36%,DEM,99.61%
Georgia,13245,Richmond County,26781,59124,87016,30.78%,67.95%,DEM,98.72%
Georgia,13247,Rockdale County,13012,31244,44686,29.12%,69.92%,DEM,99.04%
Georgia,13249,Schley County,1800,462,2275,79.12%,20.31%,GOP,99.43%
Georgia,13251,Screven County,3916,2661,6628,59.08%,40.15%,GOP,99.23%
Georgia,13253,Seminole County,2611,1254,3884,67.22%,32.29%,GOP,99.51%
Georgia,13255,Spalding County,18057,11784,30116,59.96%,39.13%,GOP,99.09%
Georgia,13257,Stephens County,9368,2385,11885,78.82%,20.07%,GOP,98.89%
Georgia,13259,Stewart County,801,1182,1990,40.25%,59.40%,DEM,99.65%
Georgia,13261,Sumter County,5732,6318,12150,47.18%,52.00%,DEM,99.18%
Georgia,13263,Talbot County,1392,2114,3522,39.52%,60.02%,DEM,99.55%
Georgia,13265,Taliaferro County,360,561,928,38.79%,60.45%,DEM,99.25%
Georgia,13267,Tattnall County,6053,2061,8183,73.97%,25.19%,GOP,99.16%
Georgia,13269,Taylor County,2418,1387,3839,62.99%,36.13%,GOP,99.11%
Georgia,13271,Telfair County,2825,1487,4333,65.20%,34.32%,GOP,99.52%
Georgia,13273,Terrell County,2004,2376,4416,45.38%,53.80%,DEM,99.18%
Georgia,13275,Thomas County,12954,8708,21853,59.28%,39.85%,GOP,99.13%
Georgia,13277,Tift County,10784,5322,16283,66.23%,32.68%,GOP,98.91%
Georgia,13279,Toombs County,7872,2939,10914,72.13%,26.93%,GOP,99.06%
Georgia,13281,Towns County,6384,1550,7979,80.01%,19.43%,GOP,99.44%
Georgia,13283,Treutlen County,2101,952,3077,68.28%,30.94%,GOP,99.22%
Georgia,13285,Troup County,18143,11578,30049,60.38%,38.53%,GOP,98.91%
Georgia,13287,Turner County,2349,1410,3792,61.95%,37.18%,GOP,99.13%
Georgia,13289,Twiggs County,2370,2044,4444,53.33%,45.99%,GOP,99.32%
Georgia,13291,Union County,12651,2801,15560,81.30%,18.00%,GOP,99.31%
Georgia,13293,Upson County,8608,4201,12905,66.70%,32.55%,GOP,99.26%
Georgia,13295,Walker County,23174,5769,29354,78.95%,19.65%,GOP,98.60%
Georgia,13297,Walton County,37842,12682,51095,74.06%,24.82%,GOP,98.88%
Georgia,13299,Ware County,9865,4211,14192,69.51%,29.67%,GOP,99.18%
Georgia,13301,Warren County,1166,1469,2651,43.98%,55.41%,DEM,99.40%
Georgia,13303,Washington County,4663,4730,9459,49.30%,50.01%,DEM,99.30%
Georgia,13305,Wayne County,9987,2687,12778,78.16%,21.03%,GOP,99.19%
Georgia,13307,Webster County,748,639,1390,53.81%,45.97%,GOP,99.78%
Georgia,13309,Wheeler County,1583,689,2285,69.28%,30.15%,GOP,99.43%
Georgia,13311,White County,12222,2411,14816,82.49%,16.27%,GOP,98.76%
Georgia,13313,Whitfield County,25636,10670,36746,69.77%,29.04%,GOP,98.80%
Georgia,13315,Wilcox County,2403,862,3281,73.24%,26.27%,GOP,99.51%
Georgia,13317,Wilkes County,2823,2160,5029,56.13%,42.95%,GOP,99.09%
Georgia,13319,Wilkinson County,2664,2075,4770,55.85%,43.50%,GOP,99.35%
Georgia,13321,Worth County,6830,2395,9285,73.56%,25.79%,GOP,99.35%
Hawaii,15001,Hawaii County,26897,58731,87814,30.63%,66.88%,DEM,97.51%
Hawaii,15003,Honolulu County,136259,238869,382114,35.66%,62.51%,DEM,98.17%
Hawaii,15007,Kauai County,11582,21225,33497,34.58%,63.36%,DEM,97.94%
Hawaii,15009,Maui County,22126,47305,71044,31.14%,66.59%,DEM,97.73%
Idaho,16001,Ada County,130699,120539,259389,50.39%,46.47%,GOP,96.86%
Idaho,16003,Adams County,1941,591,2586,75.06%,22.85%,GOP,97.91%
Idaho,16005,Bannock County,23331,14682,39553,58.99%,37.12%,GOP,96.11%
Idaho,16007,Bear Lake County,2914,350,3315,87.90%,10.56%,GOP,98.46%
Idaho,16009,Benewah County,3878,977,4973,77.98%,19.65%,GOP,97.63%
Idaho,16011,Bingham County,15295,4124,20094,76.12%,20.52%,GOP,96.64%
Idaho,16013,Blaine County,4031,8919,13288,30.34%,67.12%,DEM,97.46%
Idaho,16015,Boise County,3485,1204,4820,72.30%,24.98%,GOP,97.28%
Idaho,16017,Bonner County,18369,8310,27352,67.16%,30.38%,GOP,97.54%
Idaho,16019,Bonneville County,37805,14254,53995,70.02%,26.40%,GOP,96.41%
Idaho,16021,Boundary County,4937,1220,6313,78.20%,19.33%,GOP,97.53%
Idaho,16023,Butte County,1202,188,1415,84.95%,13.29%,GOP,98.23%
Idaho,16025,Camas County,507,149,754,67.24%,19.76%,GOP,87.00%
Idaho,16027,Canyon County,61759,25881,90438,68.29%,28.62%,GOP,96.91%
Idaho,16029,Caribou County,2906,431,3416,85.07%,12.62%,GOP,97.69%
Idaho,16031,Cassia County,7907,1464,9629,82.12%,15.20%,GOP,97.32%
Idaho,16033,Clark County,264,41,311,84.89%,13.18%,GOP,98.07%
Idaho,16035,Clearwater County,3453,877,4419,78.14%,19.85%,GOP,97.99%
Idaho,16037,Custer County,2089,603,2739,76.27%,22.02%,GOP,98.28%
Idaho,16039,Elmore County,7246,2601,10205,71.00%,25.49%,GOP,96.49%
Idaho,16041,Franklin County,5845,657,6664,87.71%,9.86%,GOP,97.57%
Idaho,16043,Fremont County,5548,998,6719,82.57%,14.85%,GOP,97.43%
Idaho,16045,Gem County,7951,1803,9958,79.85%,18.11%,GOP,97.95%
Idaho,16047,Gooding County,4659,1256,6050,77.01%,20.76%,GOP,97.77%
Idaho,16049,Idaho County,7826,1561,9602,81.50%,16.26%,GOP,97.76%
Idaho,16051,Jefferson County,12099,1661,14173,85.37%,11.72%,GOP,97.09%
Idaho,16053,Jerome County,5734,1893,7812,73.40%,24.23%,GOP,97.63%
Idaho,16055,Kootenai County,62837,24312,89878,69.91%,27.05%,GOP,96.96%
Idaho,16057,Latah County,9472,10236,20570,46.05%,49.76%,GOP,95.81%
Idaho,16059,Lemhi County,3592,1032,4738,75.81%,21.78%,GOP,97.59%
Idaho,16061,Lewis County,1489,349,1870,79.63%,18.66%,GOP,98.29%
Idaho,16063,Lincoln County,1469,414,1940,75.72%,21.34%,GOP,97.06%
Idaho,16065,Madison County,13559,2666,17112,79.24%,15.58%,GOP,94.82%
Idaho,16067,Minidoka County,6265,1550,7993,78.38%,19.39%,GOP,97.77%
Idaho,16069,Nez Perce County,13738,6686,20967,65.52%,31.89%,GOP,97.41%
Idaho,16071,Oneida County,2148,249,2451,87.64%,10.16%,GOP,97.80%
Idaho,16073,Owyhee County,3819,816,4742,80.54%,17.21%,GOP,97.74%
Idaho,16075,Payette County,8862,2161,11293,78.47%,19.14%,GOP,97.61%
Idaho,16077,Power County,2116,865,3086,68.57%,28.03%,GOP,96.60%
Idaho,16079,Shoshone County,4216,1693,6049,69.70%,27.99%,GOP,97.69%
Idaho,16081,Teton County,2858,3318,6347,45.03%,52.28%,DEM,97.31%
Idaho,16083,Twin Falls County,25897,9391,36680,70.60%,25.60%,GOP,96.21%
Idaho,16085,Valley County,3947,2976,7063,55.88%,42.14%,GOP,98.02%
Idaho,16087,Washington County,4154,1073,5344,77.73%,20.08%,GOP,97.81%
Illinois,17001,Adams County,24131,8569,33434,72.18%,25.63%,GOP,97.80%
Illinois,17003,Alexander County,1486,1114,2625,56.61%,42.44%,GOP,99.05%
Illinois,17005,Bond County,5612,2275,8109,69.21%,28.06%,GOP,97.26%
Illinois,17007,Boone County,13762,10372,24672,55.78%,42.04%,GOP,97.82%
Illinois,17009,Brown County,1930,485,2523,76.50%,19.22%,GOP,95.72%
Illinois,17011,Bureau County,10296,6545,17182,59.92%,38.09%,GOP,98.02%
Illinois,17013,Calhoun County,2043,674,2767,73.83%,24.36%,GOP,98.19%
Illinois,17015,Carroll County,5098,2737,8006,63.68%,34.19%,GOP,97.86%
Illinois,17017,Cass County,3624,1615,5325,68.06%,30.33%,GOP,98.38%
Illinois,17019,Champaign County,35122,56596,94911,37.01%,59.63%,DEM,96.64%
Illinois,17021,Christian County,11505,4286,16094,71.49%,26.63%,GOP,98.12%
Illinois,17023,Clark County,6215,1990,8340,74.52%,23.86%,GOP,98.38%
Illinois,17025,Clay County,5626,1129,6896,81.58%,16.37%,GOP,97.96%
Illinois,17027,Clinton County,14264,4459,19139,74.53%,23.30%,GOP,97.83%
Illinois,17029,Coles County,13981,7997,22470,62.22%,35.59%,GOP,97.81%
Illinois,17031,Cook County,558269,1725973,2321399,24.05%,74.35%,DEM,98.40%
Illinois,17033,Crawford County,7025,2198,9419,74.58%,23.34%,GOP,97.92%
Illinois,17035,Cumberland County,4595,1141,5843,78.64%,19.53%,GOP,98.17%
Illinois,17037,DeKalb County,21905,24643,47989,45.65%,51.35%,DEM,97.00%
Illinois,17039,De Witt County,5623,2171,7994,70.34%,27.16%,GOP,97.50%
Illinois,17041,Douglas County,6221,2327,8746,71.13%,26.61%,GOP,97.74%
Illinois,17043,DuPage County,193611,281222,485064,39.91%,57.98%,DEM,97.89%
Illinois,17045,Edgar County,6169,1869,8152,75.67%,22.93%,GOP,98.60%
Illinois,17047,Edwards County,2833,488,3368,84.12%,14.49%,GOP,98.60%
Illinois,17049,Effingham County,14983,3700,19041,78.69%,19.43%,GOP,98.12%
Illinois,17051,Fayette County,8025,1815,10033,79.99%,18.09%,GOP,98.08%
Illinois,17053,Ford County,4956,1691,6809,72.79%,24.83%,GOP,97.62%
